latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-19.9385,44.60759,338.02,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.18,5.77,D
-19.92813,44.84427,342.65,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.1,11.77,D
-20.02056,44.7121,333.13,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.01,9.65,D
-20.01961,44.71736,345.15,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.17,9,D
-20.02351,44.7181,331.15,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.42,9,D
-20.02742,44.71882,333.36,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.27,4.94,D
-20.03913,44.72109,338.05,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.93,4.22,D
-19.97443,45.0993,335.98,0.38,0.44,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.59,3.33,D
-20.04974,44.70702,342.2,0.55,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.26,8.3,D
-20.04881,44.7122,332.2,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.1,4.06,D
-20.05271,44.71297,335.33,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.52,6.58,D
-20.06456,44.73692,344.18,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,311.21,7.18,D
-20.06846,44.7377,338.98,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.72,7.18,D
-20.07607,44.7177,334.34,0.55,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.1,3.92,D
-19.96254,45.36997,333.65,0.4,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.23,2.05,D
-20.07546,44.76641,332.09,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.67,2.18,D
-20.09626,44.69486,331.67,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,303.72,11.98,D
-20.11205,44.62843,346.93,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.05,13.07,D
-20.02314,45.12724,340.66,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.6,5.42,D
-20.11956,44.60857,340.17,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.75,5.51,D
-20.10313,44.70159,332.58,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.46,7.4,D
-20.09666,44.73808,335.34,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.95,5.06,D
-20.12343,44.60936,335.31,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.68,5.51,D
-20.12161,44.6197,340.09,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.18,4.8,D
-20.10057,44.73884,345.5,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.18,5.06,D
-20.09596,44.76489,332.86,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.05,4.15,D
-20.09679,44.69244,341.07,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.35,11.49,D
-20.11204,44.63134,342.17,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.02,9.32,D
-20.11969,44.6115,345.66,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.38,8.01,D
-20.10362,44.69914,343.68,0.55,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.31,13.66,D
-20.09598,44.74075,332.55,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.97,3.37,D
-20.02422,45.12818,340.25,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.02,5.78,D
-20.12261,44.61745,336.92,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.41,6.06,D
-20.09988,44.7415,339.57,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.97,4.93,D
-20.09607,44.76227,336.08,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.96,6.36,D
-20.10093,44.75781,346.59,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.44,7.19,D
-20.0096,45.25107,330.13,0.39,0.44,2023-06-18,1058,N20,VIIRS,l,2.0NRT,303.41,5.02,D
-20.00813,45.25889,336.94,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.49,2.65,D
-20.10484,44.75857,336.68,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.59,4.03,D
-20.01285,45.25596,345.67,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.1,12.88,D
-20.01214,45.25977,340.25,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.34,3.17,D
-19.90905,45.80681,342.84,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.76,6.72,D
-20.10683,44.7698,336.25,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.77,12.08,D
-20.13435,44.64111,341.61,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.38,13.66,D
-20.13342,44.64624,343.52,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,314.35,13.66,D
-20.13249,44.65133,333.26,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.81,15.19,D
-20.11264,44.76015,333.17,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.82,7.96,D
-20.11169,44.76537,334.48,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.96,4.07,D
-20.13729,44.647,336.57,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.22,13.66,D
-20.14815,44.67581,342.86,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.94,9.52,D
-20.15202,44.67663,345.86,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.33,10.69,D
-20.15015,44.68697,339.89,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.34,5.05,D
-20.15402,44.68781,336.02,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.43,5.05,D
-20.16975,44.71231,332.66,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.59,3.94,D
-20.16881,44.71752,337.05,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.02,3.94,D
-20.14157,44.89143,341.52,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.39,5.75,D
-19.9001,46.20136,332.25,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.54,3.23,D
-19.92688,46.08229,334.09,0.44,0.46,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.75,4.06,D
-19.92597,46.08716,337.46,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.54,4.06,D
-20.23837,44.46147,336.36,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.65,3.96,D
-20.14302,45.3453,338.21,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.53,1.76,D
-20.24774,44.79504,334.49,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.22,3.06,D
-20.14705,45.34611,344.85,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.43,4.63,D
-20.17047,45.24154,334.61,0.39,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.26,3.63,D
-19.99951,46.18205,342.51,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.21,17.49,D
-20.26457,44.83638,339.32,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.05,3.98,D
-20.26848,44.83717,336.17,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.42,3.98,D
-20.05261,46.21937,355.59,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.92,8.12,D
-20.0512,46.22674,345.31,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.65,10,D
-20.33159,44.75526,346.31,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.49,9.42,D
-20.06195,46.19389,336.85,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.11,2.63,D
-20.14825,45.83245,346.54,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.16,7.26,D
-20.0684,46.27592,346.67,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.39,12.86,D
-20.0854,46.28003,336.45,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.34,1.45,D
-20.17246,45.98084,340.2,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.99,2.29,D
-20.10238,46.35509,341.48,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.77,9.37,D
-20.2091,45.85332,344.61,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.12,6.06,D
-20.38333,44.91674,337.36,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.28,4.97,D
-20.41451,44.80979,341.47,0.55,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.81,6.13,D
-20.21012,45.85407,343.22,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.69,5.29,D
-20.41402,44.81287,336.23,0.55,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,309.94,6.74,D
-20.41792,44.81364,347.62,0.55,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.36,6.74,D
-20.35195,45.17032,338.94,0.38,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.27,3.2,D
-20.3506,45.17757,338.47,0.38,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.64,6.83,D
-20.34992,45.1812,344.27,0.38,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.96,6.83,D
-20.46043,44.75735,342.11,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.31,13.59,D
-20.46713,44.74256,335.92,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.16,9.56,D
-20.34174,45.42684,334.8,0.4,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.93,2.21,D
-20.38644,45.20726,338.64,0.38,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.67,4.93,D
-20.43595,44.95898,344.13,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.09,17.64,D
-20.22392,46.10155,336.07,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.8,3.92,D
-20.19187,46.27047,341.29,0.45,0.47,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.88,4.53,D
-20.44283,44.96593,335.27,0.56,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308,4.87,D
-20.45839,44.92487,334.9,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.13,5.74,D
-20.46234,44.92553,343.52,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.46,5.74,D
-20.31888,45.70996,330.71,0.41,0.45,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.2,2.6,D
-20.50735,44.69733,332.84,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.08,5.64,D
-20.50644,44.70244,343.07,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.14,5.64,D
-20.26625,46.01588,334.32,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.68,3.18,D
-20.2247,46.23741,340.84,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.07,4.45,D
-20.29992,45.95171,334.87,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.3,3.88,D
-20.49764,44.93232,335.54,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.72,10.31,D
-20.49961,44.94408,337.04,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.76,5.76,D
-20.30039,45.95179,340.48,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.81,4.42,D
-20.49644,44.93483,342.43,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.87,10.52,D
-20.49933,44.94118,335.05,0.55,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.31,5.62,D
-20.34854,45.76764,344.99,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.33,3.92,D
-20.34785,45.77124,341.14,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.21,3.92,D
-20.29889,46.05036,339.04,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.6,5.22,D
-20.29809,46.05451,335.94,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.8,5.04,D
-20.31057,46.01206,352.01,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.28,5.34,D
-20.30801,46.04828,338.03,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.28,3.28,D
-20.56449,44.69577,345.42,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,311.74,24.85,D
-20.56835,44.69654,349.88,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.05,10.18,D
-20.56742,44.70167,334.22,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.41,10.18,D
-20.36924,45.77145,334.71,0.41,0.45,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.36,3.84,D
-20.27257,46.32531,337.64,0.45,0.47,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.79,4.68,D
-20.27685,46.32616,331.09,0.45,0.47,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.74,4.68,D
-20.62362,44.63338,343.18,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.59,7.22,D
-20.62272,44.63844,346.86,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.28,7.22,D
-20.62838,44.62907,336.81,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.17,6.38,D
-20.62748,44.63413,354.66,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.45,16.02,D
-20.62953,44.64496,347.58,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.18,20.57,D
-20.38537,46.05428,339.58,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.22,1.96,D
-20.65619,44.62931,330.27,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.87,3.26,D
-20.63173,44.76744,336.32,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.89,7.42,D
-20.6308,44.77264,334.87,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.84,7.79,D
-20.41621,45.9581,337.32,0.42,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.38,3.23,D
-20.66002,44.63008,330.77,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.81,3.31,D
-20.62424,44.76839,335.05,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,307.7,10.52,D
-20.63201,44.76985,335.95,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,308.09,5.32,D
-20.38575,46.12097,330.51,0.43,0.46,2023-06-18,1058,N20,VIIRS,l,2.0NRT,302.56,0.94,D
-20.76046,44.94963,334.96,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.22,3.87,D
-20.85601,44.44154,333.5,0.52,0.41,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.83,8.55,D
-20.86068,44.43737,347.15,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.36,8.55,D
-20.58888,45.94581,338.08,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.56,8.2,D
-20.5881,45.94993,336.58,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.54,8.2,D
-20.58466,45.99129,331.43,0.42,0.45,2023-06-18,1058,N20,VIIRS,l,2.0NRT,303.65,7.83,D
-20.76556,45.03321,352.88,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,311.53,18.55,D
-20.76948,45.03401,346.15,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.79,18.55,D
-20.58023,46.08435,337.43,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.5,3.11,D
-20.61026,46.03976,336.24,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.24,2.37,D
-20.91689,44.40747,333.96,0.51,0.41,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.5,3.8,D
-20.91593,44.40984,337.06,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.61,4.59,D
-20.61105,46.03925,330.56,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.62,2.15,D
-20.88767,44.65206,331.84,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.71,3.69,D
-20.91433,44.63637,337.5,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.24,2.65,D
-20.9125,44.64652,337.01,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.09,3.74,D
-20.93256,44.64527,343.53,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.51,6.08,D
-20.75056,45.64141,340.91,0.4,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.94,2.76,D
-20.66901,46.07679,343.54,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.35,4.4,D
-20.73543,45.81411,338.12,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.2,2.92,D
-20.69296,46.06485,344.99,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.78,9.39,D
-20.89128,45.12127,338.29,0.56,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.03,4.47,D
-20.71053,46.11026,331.61,0.43,0.46,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.04,5.24,D
-20.9835,44.67101,335.01,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.65,7.06,D
-20.89041,45.11921,334.03,0.56,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.78,4.03,D
-20.71056,46.11127,335.71,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.36,3.65,D
-20.98543,44.66998,335.52,0.53,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.63,3.62,D
-20.71558,46.1078,342,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.57,5.64,D
-20.71975,46.10872,343.28,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.92,5.64,D
-21.02627,44.64156,335.34,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.78,3.24,D
-20.75966,46.17349,333.87,0.43,0.46,2023-06-18,1058,N20,VIIRS,l,2.0NRT,305.62,4.65,D
-20.77069,46.25407,342.34,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.84,4.88,D
-20.7749,46.25502,342.36,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.07,11.48,D
-20.80132,46.2294,337.41,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.09,3.47,D
-21.11546,44.86209,337.78,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.97,3.28,D
-21.09105,45.01925,333.62,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.04,3.41,D
-21.20843,44.47443,330.71,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.28,2.19,D
-21.1507,44.93397,339.55,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.56,6.61,D
-21.15153,44.93172,336.64,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.49,3.94,D
-21.23537,44.64722,334.77,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.77,2.7,D
-21.2802,44.66135,330.72,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.62,2.46,D
-20.99426,46.27077,331.61,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.97,3.67,D
-20.99347,46.27501,340.11,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.93,3.67,D
-21.29901,44.76679,334.06,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.68,5.72,D
-21.16777,45.99449,342.08,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.09,6.68,D
-21.16541,45.99415,344.86,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.62,6.97,D
-21.35392,45.41523,343.11,0.57,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.14,7.6,D
-21.35789,45.41607,333.29,0.57,0.43,2023-06-18,1058,N20,VIIRS,l,2.0NRT,303.75,4.56,D
-21.53482,45.06498,330.82,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,303.37,4.8,D
-21.30587,46.30657,339.74,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.75,2.72,D
-21.53964,45.06053,339.51,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.42,6.98,D
-21.59393,44.80204,335,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.32,3.78,D
-21.60243,44.79877,334.36,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.89,5.43,D
-21.60712,44.7946,334.9,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.41,2.75,D
-21.60535,44.80462,339.51,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.12,5.43,D
-21.60827,44.81049,344.83,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.64,11.4,D
-21.60474,44.79712,331.75,0.52,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.81,4.92,D
-21.60855,44.79793,334.1,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.52,3.87,D
-21.60763,44.80292,341.92,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.84,3.87,D
-21.6096,44.81379,340.16,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.27,11,D
-21.50934,45.53078,334.46,0.38,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.96,4.96,D
-21.52998,45.44194,335.3,0.57,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.5,5.02,D
-21.61973,45.19757,330.21,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.75,2.84,D
-21.72316,44.89815,342.93,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.4,5.61,D
-21.5518,45.9086,339.89,0.4,0.44,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.24,3.67,D
-21.76307,44.98557,331.8,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.35,2.63,D
-21.53824,46.23028,338.3,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,302.7,4.03,D
-21.52907,46.32518,336.64,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.01,3.91,D
-21.54224,46.32446,341.17,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.45,6.88,D
-21.80009,44.94276,333.64,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.28,2.76,D
-21.54261,46.32447,341.72,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,301.99,5.88,D
-21.85115,44.99041,333.88,0.53,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,306.95,6.22,D
-21.69836,46.02491,337.76,0.41,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,300.79,3.88,D
-21.84273,45.25911,342.14,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.32,21.39,D
-21.84209,45.2612,345.83,0.55,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.78,18.08,D
-21.92774,45.19141,334.45,0.54,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.91,4.36,D
-22.01666,44.74294,339.13,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,305.74,4.87,D
-22.02045,44.74371,338.43,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.91,4.87,D
-22.0568,44.71542,330.43,0.51,0.41,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.35,7.44,D
-22.05594,44.72033,341.95,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.25,7.44,D
-22.05884,44.72602,344.21,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.95,20.36,D
-22.05548,44.71905,348.4,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.17,14.24,D
-22.05836,44.72474,345.32,0.51,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,310.44,21.27,D
-22.11819,44.48061,333.75,0.5,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.33,4.16,D
-22.03659,45.10387,332.29,0.54,0.42,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.44,4.21,D
-20.70565,44.47522,339.56,0.52,0.41,2023-06-18,1058,N20,VIIRS,n,2.0NRT,309.87,13.59,D
-20.70476,44.48016,332.84,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.62,7.88,D
-20.4458,45.87554,343.3,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.35,9.18,D
-20.70946,44.47597,330.97,0.52,0.41,2023-06-18,1058,N20,VIIRS,l,2.0NRT,304.23,2.37,D
-20.39795,46.17165,340.28,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.3,10.42,D
-20.41286,46.1625,334.93,0.44,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,304.62,3.96,D
-20.73163,44.5062,338.9,0.52,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,308.97,14.87,D
-20.49693,45.90126,337.67,0.42,0.45,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.14,2.51,D
-20.74111,44.58592,339.37,0.53,0.42,2023-06-18,1058,N20,VIIRS,n,2.0NRT,306.73,4.19,D
-20.6308,45.19821,342.18,0.57,0.43,2023-06-18,1058,N20,VIIRS,n,2.0NRT,307.05,4.92,D
-20.48216,46.07316,337.82,0.43,0.46,2023-06-18,1058,N20,VIIRS,n,2.0NRT,303.77,3.11,D
